method,path,status,duration (ms)
GET,/libri,200,1.9598
POST,/login,200,262.5601
GET,/libri,200,1.3871
GET,/libri,200,1.3449
GET,/libri,200,2.8560
POST,/login,200,277.7281
POST,/login,200,234.9401
POST,/login,200,256.1193
POST,/login,200,231.6129
GET,/libri,200,5.3680
POST,/login,200,288.2609
GET,/libri,200,2.5301
GET,/libri,200,3.8509
POST,/login,200,276.7270
GET,/libri,200,1.6041
GET,/libri,200,2.2700
POST,/login,200,276.1679
GET,/libri,200,1.5440
POST,/login,200,266.2070
GET,/libri,200,1.9572
GET,/libri,200,1.2810
GET,/libri,200,1.3521
GET,/libri,200,1.4861
GET,/libri,200,2.3410
GET,/libri,200,3.8671
POST,/login,200,277.2622
POST,/login,200,234.5023
GET,/libri,200,3.3698
POST,/login,200,277.2911
GET,/libri,200,2.8508
GET,/libri,200,3.1199
GET,/libri,200,5.8839
GET,/libri,200,4.7669
GET,/libri,200,2.5573
POST,/login,200,273.3099
POST,/login,200,277.9472
GET,/libri,200,3.0582
GET,/libri,200,2.1241
GET,/libri,200,4.8020
POST,/login,200,278.5251
GET,/libri,200,5.4841
GET,/libri,200,2.8820
GET,/libri,200,4.7228
